__run_id,__done,model_version,candidate_family,task_type,input_size,cpu_utilization,ram_usage,gpu_utilization,vram_usage,performance_score,performance_score_type,response_time,input_token_size,output_token_size,energy_consumption
run_58_repetition_17,TODO,v2.5,qwen,summarization,short, , , , , , , , , , 
run_59_repetition_17,TODO,v2.5,qwen,summarization,long, , , , , , , , , , 
run_0_repetition_18,TODO,v0.1,mistral,generation,short, , , , , , , , , , 
run_1_repetition_18,TODO,v0.1,mistral,generation,long, , , , , , , , , , 
run_2_repetition_18,TODO,v0.1,mistral,answering,short, , , , , , , , , , 
run_3_repetition_18,TODO,v0.1,mistral,answering,long, , , , , , , , , , 
run_4_repetition_18,TODO,v0.1,mistral,summarization,short, , , , , , , , , , 
run_5_repetition_18,TODO,v0.1,mistral,summarization,long, , , , , , , , , , 
run_6_repetition_18,TODO,v0.2,mistral,generation,short, , , , , , , , , , 
run_7_repetition_18,TODO,v0.2,mistral,generation,long, , , , , , , , , , 
run_8_repetition_18,TODO,v0.2,mistral,answering,short, , , , , , , , , , 
run_9_repetition_18,TODO,v0.2,mistral,answering,long, , , , , , , , , , 
run_10_repetition_18,TODO,v0.2,mistral,summarization,short, , , , , , , , , , 
run_11_repetition_18,TODO,v0.2,mistral,summarization,long, , , , , , , , , , 
run_12_repetition_18,TODO,v0.3,mistral,generation,short, , , , , , , , , , 
run_13_repetition_18,TODO,v0.3,mistral,generation,long, , , , , , , , , , 
run_14_repetition_18,TODO,v0.3,mistral,answering,short, , , , , , , , , , 
run_15_repetition_18,TODO,v0.3,mistral,answering,long, , , , , , , , , , 
run_16_repetition_18,TODO,v0.3,mistral,summarization,short, , , , , , , , , , 
run_17_repetition_18,TODO,v0.3,mistral,summarization,long, , , , , , , , , , 
run_18_repetition_18,TODO,v1,gemma,generation,short, , , , , , , , , , 
run_19_repetition_18,TODO,v1,gemma,generation,long, , , , , , , , , , 
run_20_repetition_18,TODO,v1,gemma,answering,short, , , , , , , , , , 
run_21_repetition_18,TODO,v1,gemma,answering,long, , , , , , , , , , 
run_22_repetition_18,TODO,v1,gemma,summarization,short, , , , , , , , , , 
run_23_repetition_18,TODO,v1,gemma,summarization,long, , , , , , , , , , 
run_24_repetition_18,TODO,v1,qwen,generation,short, , , , , , , , , , 
run_25_repetition_18,TODO,v1,qwen,generation,long, , , , , , , , , , 
run_26_repetition_18,TODO,v1,qwen,answering,short, , , , , , , , , , 
run_27_repetition_18,TODO,v1,qwen,answering,long, , , , , , , , , , 
run_28_repetition_18,TODO,v1,qwen,summarization,short, , , , , , , , , , 
run_29_repetition_18,TODO,v1,qwen,summarization,long, , , , , , , , , , 
run_30_repetition_18,TODO,v1.1,gemma,generation,short, , , , , , , , , , 
run_31_repetition_18,TODO,v1.1,gemma,generation,long, , , , , , , , , , 
run_32_repetition_18,TODO,v1.1,gemma,answering,short, , , , , , , , , , 
run_33_repetition_18,TODO,v1.1,gemma,answering,long, , , , , , , , , , 
run_34_repetition_18,TODO,v1.1,gemma,summarization,short, , , , , , , , , , 
run_35_repetition_18,TODO,v1.1,gemma,summarization,long, , , , , , , , , , 
run_36_repetition_18,TODO,v1.5,qwen,generation,short, , , , , , , , , , 
run_37_repetition_18,TODO,v1.5,qwen,generation,long, , , , , , , , , , 
run_38_repetition_18,TODO,v1.5,qwen,answering,short, , , , , , , , , , 
run_39_repetition_18,TODO,v1.5,qwen,answering,long, , , , , , , , , , 
run_40_repetition_18,TODO,v1.5,qwen,summarization,short, , , , , , , , , , 
run_41_repetition_18,TODO,v1.5,qwen,summarization,long, , , , , , , , , , 
run_42_repetition_18,TODO,v2,gemma,generation,short, , , , , , , , , , 
run_43_repetition_18,TODO,v2,gemma,generation,long, , , , , , , , , , 
run_44_repetition_18,TODO,v2,gemma,answering,short, , , , , , , , , , 
run_45_repetition_18,TODO,v2,gemma,answering,long, , , , , , , , , , 
run_46_repetition_18,TODO,v2,gemma,summarization,short, , , , , , , , , , 
run_47_repetition_18,TODO,v2,gemma,summarization,long, , , , , , , , , , 
run_48_repetition_18,TODO,v2,qwen,generation,short, , , , , , , , , , 
run_49_repetition_18,TODO,v2,qwen,generation,long, , , , , , , , , , 
run_50_repetition_18,TODO,v2,qwen,answering,short, , , , , , , , , , 
run_51_repetition_18,TODO,v2,qwen,answering,long, , , , , , , , , , 
run_52_repetition_18,TODO,v2,qwen,summarization,short, , , , , , , , , , 
run_53_repetition_18,TODO,v2,qwen,summarization,long, , , , , , , , , , 
run_54_repetition_18,TODO,v2.5,qwen,generation,short, , , , , , , , , , 
run_55_repetition_18,TODO,v2.5,qwen,generation,long, , , , , , , , , , 
run_56_repetition_18,TODO,v2.5,qwen,answering,short, , , , , , , , , , 
run_57_repetition_18,TODO,v2.5,qwen,answering,long, , , , , , , , , , 
run_58_repetition_18,TODO,v2.5,qwen,summarization,short, , , , , , , , , , 
run_59_repetition_18,TODO,v2.5,qwen,summarization,long, , , , , , , , , , 
run_0_repetition_19,TODO,v0.1,mistral,generation,short, , , , , , , , , , 
run_1_repetition_19,TODO,v0.1,mistral,generation,long, , , , , , , , , , 
run_2_repetition_19,TODO,v0.1,mistral,answering,short, , , , , , , , , , 
run_3_repetition_19,TODO,v0.1,mistral,answering,long, , , , , , , , , , 
run_4_repetition_19,TODO,v0.1,mistral,summarization,short, , , , , , , , , , 
run_5_repetition_19,TODO,v0.1,mistral,summarization,long, , , , , , , , , , 
run_6_repetition_19,TODO,v0.2,mistral,generation,short, , , , , , , , , , 
run_7_repetition_19,TODO,v0.2,mistral,generation,long, , , , , , , , , , 
run_8_repetition_19,TODO,v0.2,mistral,answering,short, , , , , , , , , , 
run_9_repetition_19,TODO,v0.2,mistral,answering,long, , , , , , , , , , 
run_10_repetition_19,TODO,v0.2,mistral,summarization,short, , , , , , , , , , 
run_11_repetition_19,TODO,v0.2,mistral,summarization,long, , , , , , , , , , 
run_12_repetition_19,TODO,v0.3,mistral,generation,short, , , , , , , , , , 
run_13_repetition_19,TODO,v0.3,mistral,generation,long, , , , , , , , , , 
run_14_repetition_19,TODO,v0.3,mistral,answering,short, , , , , , , , , , 
run_15_repetition_19,TODO,v0.3,mistral,answering,long, , , , , , , , , , 
run_16_repetition_19,TODO,v0.3,mistral,summarization,short, , , , , , , , , , 
run_17_repetition_19,TODO,v0.3,mistral,summarization,long, , , , , , , , , , 
run_18_repetition_19,TODO,v1,gemma,generation,short, , , , , , , , , , 
run_19_repetition_19,TODO,v1,gemma,generation,long, , , , , , , , , , 
run_20_repetition_19,TODO,v1,gemma,answering,short, , , , , , , , , , 
run_21_repetition_19,TODO,v1,gemma,answering,long, , , , , , , , , , 
run_22_repetition_19,TODO,v1,gemma,summarization,short, , , , , , , , , , 
run_23_repetition_19,TODO,v1,gemma,summarization,long, , , , , , , , , , 
run_24_repetition_19,TODO,v1,qwen,generation,short, , , , , , , , , , 
run_25_repetition_19,TODO,v1,qwen,generation,long, , , , , , , , , , 
run_26_repetition_19,TODO,v1,qwen,answering,short, , , , , , , , , , 
run_27_repetition_19,TODO,v1,qwen,answering,long, , , , , , , , , , 
run_28_repetition_19,TODO,v1,qwen,summarization,short, , , , , , , , , , 
run_29_repetition_19,TODO,v1,qwen,summarization,long, , , , , , , , , , 
run_30_repetition_19,TODO,v1.1,gemma,generation,short, , , , , , , , , , 
run_31_repetition_19,TODO,v1.1,gemma,generation,long, , , , , , , , , , 
run_32_repetition_19,TODO,v1.1,gemma,answering,short, , , , , , , , , , 
run_33_repetition_19,TODO,v1.1,gemma,answering,long, , , , , , , , , , 
run_34_repetition_19,TODO,v1.1,gemma,summarization,short, , , , , , , , , , 
run_35_repetition_19,TODO,v1.1,gemma,summarization,long, , , , , , , , , , 
run_36_repetition_19,TODO,v1.5,qwen,generation,short, , , , , , , , , , 
run_37_repetition_19,TODO,v1.5,qwen,generation,long, , , , , , , , , , 
run_38_repetition_19,TODO,v1.5,qwen,answering,short, , , , , , , , , , 
run_39_repetition_19,TODO,v1.5,qwen,answering,long, , , , , , , , , , 
run_40_repetition_19,TODO,v1.5,qwen,summarization,short, , , , , , , , , , 
run_41_repetition_19,TODO,v1.5,qwen,summarization,long, , , , , , , , , , 
run_42_repetition_19,TODO,v2,gemma,generation,short, , , , , , , , , , 
run_43_repetition_19,TODO,v2,gemma,generation,long, , , , , , , , , , 
run_44_repetition_19,TODO,v2,gemma,answering,short, , , , , , , , , , 
run_45_repetition_19,TODO,v2,gemma,answering,long, , , , , , , , , , 
run_46_repetition_19,TODO,v2,gemma,summarization,short, , , , , , , , , , 
run_47_repetition_19,TODO,v2,gemma,summarization,long, , , , , , , , , , 
run_48_repetition_19,TODO,v2,qwen,generation,short, , , , , , , , , , 
run_49_repetition_19,TODO,v2,qwen,generation,long, , , , , , , , , , 
run_50_repetition_19,TODO,v2,qwen,answering,short, , , , , , , , , , 
run_51_repetition_19,TODO,v2,qwen,answering,long, , , , , , , , , , 
run_52_repetition_19,TODO,v2,qwen,summarization,short, , , , , , , , , , 
run_53_repetition_19,TODO,v2,qwen,summarization,long, , , , , , , , , , 
run_54_repetition_19,TODO,v2.5,qwen,generation,short, , , , , , , , , , 
run_55_repetition_19,TODO,v2.5,qwen,generation,long, , , , , , , , , , 
run_56_repetition_19,TODO,v2.5,qwen,answering,short, , , , , , , , , , 
run_57_repetition_19,TODO,v2.5,qwen,answering,long, , , , , , , , , , 
run_58_repetition_19,TODO,v2.5,qwen,summarization,short, , , , , , , , , , 
run_59_repetition_19,TODO,v2.5,qwen,summarization,long, , , , , , , , , , 
run_0_repetition_20,TODO,v0.1,mistral,generation,short, , , , , , , , , , 
run_1_repetition_20,TODO,v0.1,mistral,generation,long, , , , , , , , , , 
run_2_repetition_20,TODO,v0.1,mistral,answering,short, , , , , , , , , , 
run_3_repetition_20,TODO,v0.1,mistral,answering,long, , , , , , , , , , 
run_4_repetition_20,TODO,v0.1,mistral,summarization,short, , , , , , , , , , 
run_5_repetition_20,TODO,v0.1,mistral,summarization,long, , , , , , , , , , 
run_6_repetition_20,TODO,v0.2,mistral,generation,short, , , , , , , , , , 
run_7_repetition_20,TODO,v0.2,mistral,generation,long, , , , , , , , , , 
run_8_repetition_20,TODO,v0.2,mistral,answering,short, , , , , , , , , , 
run_9_repetition_20,TODO,v0.2,mistral,answering,long, , , , , , , , , , 
run_10_repetition_20,TODO,v0.2,mistral,summarization,short, , , , , , , , , , 
run_11_repetition_20,TODO,v0.2,mistral,summarization,long, , , , , , , , , , 
run_12_repetition_20,TODO,v0.3,mistral,generation,short, , , , , , , , , , 
run_13_repetition_20,TODO,v0.3,mistral,generation,long, , , , , , , , , , 
run_14_repetition_20,TODO,v0.3,mistral,answering,short, , , , , , , , , , 
run_15_repetition_20,TODO,v0.3,mistral,answering,long, , , , , , , , , , 
run_16_repetition_20,TODO,v0.3,mistral,summarization,short, , , , , , , , , , 
run_17_repetition_20,TODO,v0.3,mistral,summarization,long, , , , , , , , , , 
run_18_repetition_20,TODO,v1,gemma,generation,short, , , , , , , , , , 
run_19_repetition_20,TODO,v1,gemma,generation,long, , , , , , , , , , 
run_20_repetition_20,TODO,v1,gemma,answering,short, , , , , , , , , , 
run_21_repetition_20,TODO,v1,gemma,answering,long, , , , , , , , , , 
run_22_repetition_20,TODO,v1,gemma,summarization,short, , , , , , , , , , 
run_23_repetition_20,TODO,v1,gemma,summarization,long, , , , , , , , , , 
run_24_repetition_20,TODO,v1,qwen,generation,short, , , , , , , , , , 
run_25_repetition_20,TODO,v1,qwen,generation,long, , , , , , , , , , 
run_26_repetition_20,TODO,v1,qwen,answering,short, , , , , , , , , , 
run_27_repetition_20,TODO,v1,qwen,answering,long, , , , , , , , , , 
run_28_repetition_20,TODO,v1,qwen,summarization,short, , , , , , , , , , 
run_29_repetition_20,TODO,v1,qwen,summarization,long, , , , , , , , , , 
run_30_repetition_20,TODO,v1.1,gemma,generation,short, , , , , , , , , , 
run_31_repetition_20,TODO,v1.1,gemma,generation,long, , , , , , , , , , 
run_32_repetition_20,TODO,v1.1,gemma,answering,short, , , , , , , , , , 
run_33_repetition_20,TODO,v1.1,gemma,answering,long, , , , , , , , , , 
run_34_repetition_20,TODO,v1.1,gemma,summarization,short, , , , , , , , , , 
run_35_repetition_20,TODO,v1.1,gemma,summarization,long, , , , , , , , , , 
run_36_repetition_20,TODO,v1.5,qwen,generation,short, , , , , , , , , , 
run_37_repetition_20,TODO,v1.5,qwen,generation,long, , , , , , , , , , 
run_38_repetition_20,TODO,v1.5,qwen,answering,short, , , , , , , , , , 
run_39_repetition_20,TODO,v1.5,qwen,answering,long, , , , , , , , , , 
run_40_repetition_20,TODO,v1.5,qwen,summarization,short, , , , , , , , , , 
run_41_repetition_20,TODO,v1.5,qwen,summarization,long, , , , , , , , , , 
run_42_repetition_20,TODO,v2,gemma,generation,short, , , , , , , , , , 
run_43_repetition_20,TODO,v2,gemma,generation,long, , , , , , , , , , 
run_44_repetition_20,TODO,v2,gemma,answering,short, , , , , , , , , , 
run_45_repetition_20,TODO,v2,gemma,answering,long, , , , , , , , , , 
run_46_repetition_20,TODO,v2,gemma,summarization,short, , , , , , , , , , 
run_47_repetition_20,TODO,v2,gemma,summarization,long, , , , , , , , , , 
run_48_repetition_20,TODO,v2,qwen,generation,short, , , , , , , , , , 
run_49_repetition_20,TODO,v2,qwen,generation,long, , , , , , , , , , 
run_50_repetition_20,TODO,v2,qwen,answering,short, , , , , , , , , , 
run_51_repetition_20,TODO,v2,qwen,answering,long, , , , , , , , , , 
run_52_repetition_20,TODO,v2,qwen,summarization,short, , , , , , , , , , 
run_53_repetition_20,TODO,v2,qwen,summarization,long, , , , , , , , , , 
run_54_repetition_20,TODO,v2.5,qwen,generation,short, , , , , , , , , , 
run_55_repetition_20,TODO,v2.5,qwen,generation,long, , , , , , , , , , 
run_56_repetition_20,TODO,v2.5,qwen,answering,short, , , , , , , , , , 
run_57_repetition_20,TODO,v2.5,qwen,answering,long, , , , , , , , , , 
run_58_repetition_20,TODO,v2.5,qwen,summarization,short, , , , , , , , , , 
run_59_repetition_20,TODO,v2.5,qwen,summarization,long, , , , , , , , , , 
run_0_repetition_21,TODO,v0.1,mistral,generation,short, , , , , , , , , , 
run_1_repetition_21,TODO,v0.1,mistral,generation,long, , , , , , , , , , 
run_2_repetition_21,TODO,v0.1,mistral,answering,short, , , , , , , , , , 
run_3_repetition_21,TODO,v0.1,mistral,answering,long, , , , , , , , , , 
run_4_repetition_21,TODO,v0.1,mistral,summarization,short, , , , , , , , , , 
run_5_repetition_21,TODO,v0.1,mistral,summarization,long, , , , , , , , , , 
run_6_repetition_21,TODO,v0.2,mistral,generation,short, , , , , , , , , , 
run_7_repetition_21,TODO,v0.2,mistral,generation,long, , , , , , , , , , 
run_8_repetition_21,TODO,v0.2,mistral,answering,short, , , , , , , , , , 
run_9_repetition_21,TODO,v0.2,mistral,answering,long, , , , , , , , , , 
run_10_repetition_21,TODO,v0.2,mistral,summarization,short, , , , , , , , , , 
run_11_repetition_21,TODO,v0.2,mistral,summarization,long, , , , , , , , , , 
run_12_repetition_21,TODO,v0.3,mistral,generation,short, , , , , , , , , , 
run_13_repetition_21,TODO,v0.3,mistral,generation,long, , , , , , , , , , 
run_14_repetition_21,TODO,v0.3,mistral,answering,short, , , , , , , , , , 
run_15_repetition_21,TODO,v0.3,mistral,answering,long, , , , , , , , , , 
run_16_repetition_21,TODO,v0.3,mistral,summarization,short, , , , , , , , , , 
run_17_repetition_21,TODO,v0.3,mistral,summarization,long, , , , , , , , , , 
run_18_repetition_21,TODO,v1,gemma,generation,short, , , , , , , , , , 
run_19_repetition_21,TODO,v1,gemma,generation,long, , , , , , , , , , 
run_20_repetition_21,TODO,v1,gemma,answering,short, , , , , , , , , , 
run_21_repetition_21,TODO,v1,gemma,answering,long, , , , , , , , , , 
run_22_repetition_21,TODO,v1,gemma,summarization,short, , , , , , , , , , 
run_23_repetition_21,TODO,v1,gemma,summarization,long, , , , , , , , , , 
run_24_repetition_21,TODO,v1,qwen,generation,short, , , , , , , , , , 
run_25_repetition_21,TODO,v1,qwen,generation,long, , , , , , , , , , 
run_26_repetition_21,TODO,v1,qwen,answering,short, , , , , , , , , , 
run_27_repetition_21,TODO,v1,qwen,answering,long, , , , , , , , , , 
run_28_repetition_21,TODO,v1,qwen,summarization,short, , , , , , , , , , 
run_29_repetition_21,TODO,v1,qwen,summarization,long, , , , , , , , , , 
run_30_repetition_21,TODO,v1.1,gemma,generation,short, , , , , , , , , , 
run_31_repetition_21,TODO,v1.1,gemma,generation,long, , , , , , , , , , 
run_32_repetition_21,TODO,v1.1,gemma,answering,short, , , , , , , , , , 
run_33_repetition_21,TODO,v1.1,gemma,answering,long, , , , , , , , , , 
run_34_repetition_21,TODO,v1.1,gemma,summarization,short, , , , , , , , , , 
run_35_repetition_21,TODO,v1.1,gemma,summarization,long, , , , , , , , , , 
run_36_repetition_21,TODO,v1.5,qwen,generation,short, , , , , , , , , , 
run_37_repetition_21,TODO,v1.5,qwen,generation,long, , , , , , , , , , 
run_38_repetition_21,TODO,v1.5,qwen,answering,short, , , , , , , , , , 
run_39_repetition_21,TODO,v1.5,qwen,answering,long, , , , , , , , , , 
run_40_repetition_21,TODO,v1.5,qwen,summarization,short, , , , , , , , , , 
run_41_repetition_21,TODO,v1.5,qwen,summarization,long, , , , , , , , , , 
run_42_repetition_21,TODO,v2,gemma,generation,short, , , , , , , , , , 
run_43_repetition_21,TODO,v2,gemma,generation,long, , , , , , , , , , 
run_44_repetition_21,TODO,v2,gemma,answering,short, , , , , , , , , , 
run_45_repetition_21,TODO,v2,gemma,answering,long, , , , , , , , , , 
run_46_repetition_21,TODO,v2,gemma,summarization,short, , , , , , , , , , 
run_47_repetition_21,TODO,v2,gemma,summarization,long, , , , , , , , , , 
run_48_repetition_21,TODO,v2,qwen,generation,short, , , , , , , , , , 
run_49_repetition_21,TODO,v2,qwen,generation,long, , , , , , , , , , 
run_50_repetition_21,TODO,v2,qwen,answering,short, , , , , , , , , , 
run_51_repetition_21,TODO,v2,qwen,answering,long, , , , , , , , , , 
run_52_repetition_21,TODO,v2,qwen,summarization,short, , , , , , , , , , 
run_53_repetition_21,TODO,v2,qwen,summarization,long, , , , , , , , , , 
run_54_repetition_21,TODO,v2.5,qwen,generation,short, , , , , , , , , , 
run_55_repetition_21,TODO,v2.5,qwen,generation,long, , , , , , , , , , 
run_56_repetition_21,TODO,v2.5,qwen,answering,short, , , , , , , , , , 
run_57_repetition_21,TODO,v2.5,qwen,answering,long, , , , , , , , , , 
run_58_repetition_21,TODO,v2.5,qwen,summarization,short, , , , , , , , , , 
run_59_repetition_21,TODO,v2.5,qwen,summarization,long, , , , , , , , , , 
run_0_repetition_22,TODO,v0.1,mistral,generation,short, , , , , , , , , , 
run_1_repetition_22,TODO,v0.1,mistral,generation,long, , , , , , , , , , 
run_2_repetition_22,TODO,v0.1,mistral,answering,short, , , , , , , , , , 
run_3_repetition_22,TODO,v0.1,mistral,answering,long, , , , , , , , , , 
run_4_repetition_22,TODO,v0.1,mistral,summarization,short, , , , , , , , , , 
run_5_repetition_22,TODO,v0.1,mistral,summarization,long, , , , , , , , , , 
run_6_repetition_22,TODO,v0.2,mistral,generation,short, , , , , , , , , , 
run_7_repetition_22,TODO,v0.2,mistral,generation,long, , , , , , , , , , 
run_8_repetition_22,TODO,v0.2,mistral,answering,short, , , , , , , , , , 
run_9_repetition_22,TODO,v0.2,mistral,answering,long, , , , , , , , , , 
run_10_repetition_22,TODO,v0.2,mistral,summarization,short, , , , , , , , , , 
run_11_repetition_22,TODO,v0.2,mistral,summarization,long, , , , , , , , , , 
run_12_repetition_22,TODO,v0.3,mistral,generation,short, , , , , , , , , , 
run_13_repetition_22,TODO,v0.3,mistral,generation,long, , , , , , , , , , 
run_14_repetition_22,TODO,v0.3,mistral,answering,short, , , , , , , , , , 
run_15_repetition_22,TODO,v0.3,mistral,answering,long, , , , , , , , , , 
run_16_repetition_22,TODO,v0.3,mistral,summarization,short, , , , , , , , , , 
run_17_repetition_22,TODO,v0.3,mistral,summarization,long, , , , , , , , , , 
run_18_repetition_22,TODO,v1,gemma,generation,short, , , , , , , , , , 
run_19_repetition_22,TODO,v1,gemma,generation,long, , , , , , , , , , 
run_20_repetition_22,TODO,v1,gemma,answering,short, , , , , , , , , , 
run_21_repetition_22,TODO,v1,gemma,answering,long, , , , , , , , , , 
run_22_repetition_22,TODO,v1,gemma,summarization,short, , , , , , , , , , 
run_23_repetition_22,TODO,v1,gemma,summarization,long, , , , , , , , , , 
run_24_repetition_22,TODO,v1,qwen,generation,short, , , , , , , , , , 
run_25_repetition_22,TODO,v1,qwen,generation,long, , , , , , , , , , 
run_26_repetition_22,TODO,v1,qwen,answering,short, , , , , , , , , , 
run_27_repetition_22,TODO,v1,qwen,answering,long, , , , , , , , , , 
run_28_repetition_22,TODO,v1,qwen,summarization,short, , , , , , , , , , 
run_29_repetition_22,TODO,v1,qwen,summarization,long, , , , , , , , , , 
run_30_repetition_22,TODO,v1.1,gemma,generation,short, , , , , , , , , , 
run_31_repetition_22,TODO,v1.1,gemma,generation,long, , , , , , , , , , 
run_32_repetition_22,TODO,v1.1,gemma,answering,short, , , , , , , , , , 
run_33_repetition_22,TODO,v1.1,gemma,answering,long, , , , , , , , , , 
run_34_repetition_22,TODO,v1.1,gemma,summarization,short, , , , , , , , , , 
run_35_repetition_22,TODO,v1.1,gemma,summarization,long, , , , , , , , , , 
run_36_repetition_22,TODO,v1.5,qwen,generation,short, , , , , , , , , , 
run_37_repetition_22,TODO,v1.5,qwen,generation,long, , , , , , , , , , 
run_38_repetition_22,TODO,v1.5,qwen,answering,short, , , , , , , , , , 
run_39_repetition_22,TODO,v1.5,qwen,answering,long, , , , , , , , , , 
run_40_repetition_22,TODO,v1.5,qwen,summarization,short, , , , , , , , , , 
run_41_repetition_22,TODO,v1.5,qwen,summarization,long, , , , , , , , , , 
run_42_repetition_22,TODO,v2,gemma,generation,short, , , , , , , , , , 
run_43_repetition_22,TODO,v2,gemma,generation,long, , , , , , , , , , 
run_44_repetition_22,TODO,v2,gemma,answering,short, , , , , , , , , , 
run_45_repetition_22,TODO,v2,gemma,answering,long, , , , , , , , , , 
run_46_repetition_22,TODO,v2,gemma,summarization,short, , , , , , , , , , 
run_47_repetition_22,TODO,v2,gemma,summarization,long, , , , , , , , , , 
run_48_repetition_22,TODO,v2,qwen,generation,short, , , , , , , , , , 
run_49_repetition_22,TODO,v2,qwen,generation,long, , , , , , , , , , 
run_50_repetition_22,TODO,v2,qwen,answering,short, , , , , , , , , , 
run_51_repetition_22,TODO,v2,qwen,answering,long, , , , , , , , , , 
run_52_repetition_22,TODO,v2,qwen,summarization,short, , , , , , , , , , 
run_53_repetition_22,TODO,v2,qwen,summarization,long, , , , , , , , , , 
run_54_repetition_22,TODO,v2.5,qwen,generation,short, , , , , , , , , , 
run_55_repetition_22,TODO,v2.5,qwen,generation,long, , , , , , , , , , 
run_56_repetition_22,TODO,v2.5,qwen,answering,short, , , , , , , , , , 
run_57_repetition_22,TODO,v2.5,qwen,answering,long, , , , , , , , , , 
run_58_repetition_22,TODO,v2.5,qwen,summarization,short, , , , , , , , , , 
run_59_repetition_22,TODO,v2.5,qwen,summarization,long, , , , , , , , , , 
run_0_repetition_23,TODO,v0.1,mistral,generation,short, , , , , , , , , , 
run_1_repetition_23,TODO,v0.1,mistral,generation,long, , , , , , , , , , 
run_2_repetition_23,TODO,v0.1,mistral,answering,short, , , , , , , , , , 
run_3_repetition_23,TODO,v0.1,mistral,answering,long, , , , , , , , , , 
run_4_repetition_23,TODO,v0.1,mistral,summarization,short, , , , , , , , , , 
run_5_repetition_23,TODO,v0.1,mistral,summarization,long, , , , , , , , , , 
run_6_repetition_23,TODO,v0.2,mistral,generation,short, , , , , , , , , , 
run_7_repetition_23,TODO,v0.2,mistral,generation,long, , , , , , , , , , 
run_8_repetition_23,TODO,v0.2,mistral,answering,short, , , , , , , , , , 
run_9_repetition_23,TODO,v0.2,mistral,answering,long, , , , , , , , , , 
run_10_repetition_23,TODO,v0.2,mistral,summarization,short, , , , , , , , , , 
run_11_repetition_23,TODO,v0.2,mistral,summarization,long, , , , , , , , , , 
run_12_repetition_23,TODO,v0.3,mistral,generation,short, , , , , , , , , , 
run_13_repetition_23,TODO,v0.3,mistral,generation,long, , , , , , , , , , 
run_14_repetition_23,TODO,v0.3,mistral,answering,short, , , , , , , , , , 
run_15_repetition_23,TODO,v0.3,mistral,answering,long, , , , , , , , , , 
run_16_repetition_23,TODO,v0.3,mistral,summarization,short, , , , , , , , , , 
run_17_repetition_23,TODO,v0.3,mistral,summarization,long, , , , , , , , , , 
run_18_repetition_23,TODO,v1,gemma,generation,short, , , , , , , , , , 
run_19_repetition_23,TODO,v1,gemma,generation,long, , , , , , , , , , 
run_20_repetition_23,TODO,v1,gemma,answering,short, , , , , , , , , , 
run_21_repetition_23,TODO,v1,gemma,answering,long, , , , , , , , , , 
run_22_repetition_23,TODO,v1,gemma,summarization,short, , , , , , , , , , 
run_23_repetition_23,TODO,v1,gemma,summarization,long, , , , , , , , , , 
run_24_repetition_23,TODO,v1,qwen,generation,short, , , , , , , , , , 
run_25_repetition_23,TODO,v1,qwen,generation,long, , , , , , , , , , 
run_26_repetition_23,TODO,v1,qwen,answering,short, , , , , , , , , , 
run_27_repetition_23,TODO,v1,qwen,answering,long, , , , , , , , , , 
run_28_repetition_23,TODO,v1,qwen,summarization,short, , , , , , , , , , 
run_29_repetition_23,TODO,v1,qwen,summarization,long, , , , , , , , , , 
run_30_repetition_23,TODO,v1.1,gemma,generation,short, , , , , , , , , , 
run_31_repetition_23,TODO,v1.1,gemma,generation,long, , , , , , , , , , 
run_32_repetition_23,TODO,v1.1,gemma,answering,short, , , , , , , , , , 
run_33_repetition_23,TODO,v1.1,gemma,answering,long, , , , , , , , , , 
run_34_repetition_23,TODO,v1.1,gemma,summarization,short, , , , , , , , , , 
run_35_repetition_23,TODO,v1.1,gemma,summarization,long, , , , , , , , , , 
run_36_repetition_23,TODO,v1.5,qwen,generation,short, , , , , , , , , , 
run_37_repetition_23,TODO,v1.5,qwen,generation,long, , , , , , , , , , 
run_38_repetition_23,TODO,v1.5,qwen,answering,short, , , , , , , , , , 
run_39_repetition_23,TODO,v1.5,qwen,answering,long, , , , , , , , , , 
run_40_repetition_23,TODO,v1.5,qwen,summarization,short, , , , , , , , , , 
run_41_repetition_23,TODO,v1.5,qwen,summarization,long, , , , , , , , , , 
run_42_repetition_23,TODO,v2,gemma,generation,short, , , , , , , , , , 
run_43_repetition_23,TODO,v2,gemma,generation,long, , , , , , , , , , 
run_44_repetition_23,TODO,v2,gemma,answering,short, , , , , , , , , , 
run_45_repetition_23,TODO,v2,gemma,answering,long, , , , , , , , , , 
run_46_repetition_23,TODO,v2,gemma,summarization,short, , , , , , , , , , 
run_47_repetition_23,TODO,v2,gemma,summarization,long, , , , , , , , , , 
run_48_repetition_23,TODO,v2,qwen,generation,short, , , , , , , , , , 
run_49_repetition_23,TODO,v2,qwen,generation,long, , , , , , , , , , 
run_50_repetition_23,TODO,v2,qwen,answering,short, , , , , , , , , , 
run_51_repetition_23,TODO,v2,qwen,answering,long, , , , , , , , , , 
run_52_repetition_23,TODO,v2,qwen,summarization,short, , , , , , , , , , 
run_53_repetition_23,TODO,v2,qwen,summarization,long, , , , , , , , , , 
run_54_repetition_23,TODO,v2.5,qwen,generation,short, , , , , , , , , , 
run_55_repetition_23,TODO,v2.5,qwen,generation,long, , , , , , , , , , 
run_56_repetition_23,TODO,v2.5,qwen,answering,short, , , , , , , , , , 
run_57_repetition_23,TODO,v2.5,qwen,answering,long, , , , , , , , , , 
